ae540ee381225809a9e403863f2a4fc5,a829d4d939b4ab956cd528d72b022721,d711e47810900c96f26a5d0be30c446d,483702008193,32.911179,-96.723640,Dallas,TX,75243,urban,Richardson Ind School District,Dallas,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,30.00,1360.03,1600.04,120,f,f,2014-05-04
d354edf71043b33053d6cb134b771a57,57ea20a2fc3aa884f2d0bf404287e723,f84f07442552a7b9784bcab55e819474,210405001032,37.899934,-86.126541,Ekron,KY,40117,rural,Meade Co School District,Meade,f,f,f,f,f,f,Mrs.,f,f,Music,Music & The Arts,,,Technology,high poverty,Grades PreK-2,30.00,138.21,162.60,450,f,f,2014-05-03
c63a72fe486cbdd20ec3e3de9f3a951a,5b5ca2b91ee220b1777265105dd60443,a7001cd2bcc9949a60c1b399d522c211,251323002217,42.243080,-71.842995,Worcester,MA,01603,urban,Worcester Public School Dist,Worcester,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Applied Sciences,Math & Science,Other,high poverty,Grades 3-5,30.00,311.61,366.60,45,f,f,2014-05-03
4f2c00d34f21a38ad6c612fbbf4ce91a,615d6cd4e3d277e084c94c3fb700e735,8fd9bff3d1f4733d9ed77532517e9372,280240001253,31.283814,-89.425298,Hattiesburg,MS,39402,rural,Lamar Co School District,Forrest,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,high poverty,Grades 6-8,30.00,453.23,533.21,5,f,f,2014-05-02
305878eab1a731d84537d034e3da8dc5,f36aeff6e850130f63a1bbaa9b7cd5c3,93e8896ab497ed9f669ca7c5bc17f1ce,180327000444,41.670470,-85.968118,Elkhart,IN,46516,urban,Elkhart Cmty School District,Elkhart,f,t,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,30.00,334.48,393.51,25,f,f,2014-04-30
6cf72a37db1426da13bf3892b02c147b,19d8c803071fba24cf3ba44877ea3711,dbbd64661d3d605a5736c14924dad094,060171011736,34.477936,-117.403526,Victorville,CA,92392,urban,Adelanto School District,San Bernardino,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Extracurricular,Applied Learning,Supplies,highest poverty,Grades 3-5,30.00,418.30,492.12,32,f,f,2014-04-28
5cdc5a9fec012282837b84f62c630d50,8eb924868638c21c2fd7981069d314a0,9898e1af679d7051bfbc81251c944ea7,341629003242,40.216312,-74.749825,Trenton,NJ,08609,urban,Trenton School District,Mercer,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,30.00,415.24,488.52,25,f,f,2014-04-27
953ce92d4c11f94ba7f2e5ef781cbe77,ffb4e46d3ff72a6c6720ac91a17e35b0,7e59e18edb0249c7ff459086bbb71672,470318001283,36.218208,-86.716675,Nashville,TN,37216,urban,Metro Nashville Pub Sd,Davidson,f,f,f,f,f,f,Mrs.,f,f,Other,Applied Learning,,,Supplies,high poverty,Grades PreK-2,30.00,394.22,463.79,19,f,f,2014-04-21
0fc63f476e13497a4e2b99359de1d1fe,8787c173e749b4079ae049efb7df1269,e9e2343474384b9a31e1310681284ef6,062271003427,34.239834,-118.420761,Arleta,CA,91331,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,30.00,330.61,388.95,25,f,f,2014-04-18
b4f4fdce6d5f6246f383b79a176dae80,bf082dbfea67345b44e1fd0d8c10a66c,236250dec02543b5028e3684c1350556,360095606025,40.839317,-73.919670,Bronx,NY,10452,urban,New York City Dept Of Ed,Bronx,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,30.00,679.35,799.24,23,f,f,2014-04-16
f6d85192588cf9a100c2d353e0d728d6,b7ad39d70e01ec89ce386eb1c11cd25e,5d561dffbca0347e73b1bc84a8290956,201287000455,38.836172,-94.645364,Wellsville,KS,66092,rural,Wellsville Unif Sch Dist 289,Franklin,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades PreK-2,30.00,261.12,307.20,17,f,f,2014-04-09
04d17ba47797658a355f0c10785fe6bf,3c93bc64252574804f09129ae80fcbcd,7e124a734c044183ecaf018c3a1b708d,410002301322,45.549814,-122.984398,Hillsboro,OR,97124,urban,Hillsboro School District 1j,Washington,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,high poverty,Grades 6-8,30.00,10098.80,11880.94,180,f,f,2014-04-09
061f957fd545975ddd53462797b688db,8a1c1718af6d6904033a272574f32d08,e84ff622cefaf55ece4fb75013f0a800,411004000966,45.518974,-122.689667,Portland,OR,97205,urban,Portland School District 1j,Multnomah,f,t,f,f,f,f,Mr.,f,f,History & Geography,History & Civics,Social Sciences,History & Civics,Technology,moderate poverty,Grades 9-12,30.00,785.16,923.72,180,f,f,2014-04-08
051a38b9baed5695f0105c7b0fdb2e4d,bb4724047afeef409b41d74a7636bc2d,06245522edf1b9c3d1f4555f4009ffe0,,40.851990,-73.910270,Bronx,NY,10453,,District 75,Bronx,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Other,highest poverty,Grades PreK-2,30.00,392.56,461.84,180,f,f,2014-04-06
b9aacfabc729799d01ac9ab01b1eaae6,92f94f02efa03bef95faf9b9a7719ce7,68fc7e1f043ed88a7871a6e6499a4afa,120051000814,30.390548,-87.278158,Pensacola,FL,32507,suburban,Escambia Co School District,Escambia,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30.00,430.49,506.46,30,f,f,2014-04-05
7ed4b21eb2e2a33e73b27b3851caa2af,91d0a1ffbfabe90561034884c1ec78ec,2a4d05c039f1f7bb3994d82c9f8c2095,480001010807,30.015676,-97.838135,Kyle,TX,78640,rural,Hays Cons Ind School District,Hays,f,f,f,f,f,f,Ms.,f,f,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades 3-5,30.00,357.50,420.59,22,f,f,2014-04-03
cf6e59f838f32946db31f5c3a430f337,ddd16778009b4f37a3214908274500fd,1503ea333e1c293ef54e1117d11a7a3f,390451602091,41.096172,-80.701660,Youngstown,OH,44509,urban,Youngstown City School Dist,Mahoning,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,30.00,134.85,158.65,20,f,f,2014-04-02
b23c286cfe822622266eb657e876b9f5,6ca9a37f27af0db1196090a6f25ad888,857d1255a1c3dedabc82e54aba6623d0,080669006323,40.630295,-103.223656,Sterling,CO,80751,,Valley School District Re-1,Logan,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades 3-5,30.00,697.86,821.01,40,t,f,2014-03-29
fe15df0c69f5c1a260f442a060860cb5,ab7286584845fbd64f950b5dfc9490e3,1d45ba3254c1c5e603992be43db98927,482034010590,32.882622,-96.633011,Garland,TX,75041,suburban,Garland Ind School District,Dallas,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30.00,668.23,786.15,36,f,f,2014-03-27
4c8435196ab1095bc2fd89bea392c280,c52d8380ea50c94993d66a9fa6a38453,25d5353c8c09cdccc4fec640c3f71f5a,,37.949196,-121.688316,Brentwood,CA,94513,,Brentwood Union Elem Sch Dist,Contra Costa,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,low poverty,Grades PreK-2,30.00,174.38,205.15,24,f,f,2014-03-27
24c92fc748762b479733073d28e2ab4f,e9fa02cba1f046b45a834095df231c63,527fafa1861bb9dc3f386fb908d86d83,020002000014,63.388185,-170.184872,Savoonga,AK,99769,rural,Bering Strait School District,Nome,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,30.00,440.89,518.69,21,f,f,2014-03-27
891747dcda6836fb441beceeed896598,86955f5fb7401e060c57078ee533e518,ed937ba5180eed292f4361d51a2e4f79,370294001181,35.788055,-82.033035,Marion,NC,28752,,McDowell Co Sch District 580,Mcdowell,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Technology,high poverty,Grades 3-5,30.00,399.57,470.08,22,f,f,2014-03-26
ccb268ddd94493bf413e5f47242b7c49,dc49b1cf6e1327e5851f81e63edb17aa,80c49a3702831732a6d51894fd8aa705,370192000817,35.931384,-79.955779,High Point,NC,27263,,Guilford Co School District,Guilford,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 3-5,30.00,143.54,168.87,22,f,f,2014-03-26
31b09e73ef44529f5eb7223127a6982d,078b7db1d02213d30eeb20e2aaedd749,e36ab67835d99c8b4167cb3fa276fada,062271003027,34.294390,-118.511997,Granada Hills,CA,91344,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Mrs.,f,f,History & Geography,History & Civics,Visual Arts,Music & The Arts,Supplies,high poverty,Grades 6-8,30.00,361.48,425.27,74,f,f,2014-03-23
9df8c516ac58b345c322d4d5262e20ac,463da625bc21fe02b5be29202ce95e19,621d493073646d5026b5fb15726818ed,063471005859,37.686828,-122.122022,San Lorenzo,CA,94580,suburban,San Lorenzo Unified Sch Dist,Alameda,f,f,f,f,f,f,Mrs.,f,f,Foreign Languages,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 9-12,30.00,435.21,512.01,36,f,f,2014-03-22
b592fd262bd3c3441ece22723d1e381e,221715aa3273b6e47bbe62ba19d5df0a,6b2946fa4c86f899e6b44d396bb5e1ce,403024029777,36.202436,-95.977599,Tulsa,OK,74106,urban,Tulsa Independent Sch Dist,Tulsa,f,t,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30.00,808.82,951.55,35,t,f,2014-03-22
7b4a2f0e2de954c7e2c56b92c71e2a6e,87bce26914489fe2067ca600db47e0ab,0cb770f8ed6090b2bea15ce69974c887,370297002198,35.335004,-80.772828,Charlotte,NC,28262,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,t,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Books,high poverty,Grades 3-5,30.00,218.01,256.48,20,t,f,2014-03-22
d8087f7250f92e3e26da1c90219d16e3,e715279018345d19dbb622edc1ed1c2a,7efe27bb58bad9a4f8b72a58196e12f2,402277001189,35.521964,-97.373019,Spencer,OK,73084,suburban,Oklahoma City School Dist,Oklahoma,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30.00,890.74,1047.93,65,f,f,2014-03-20
cec5e46e93d75de33c434a4900a3a0fc,1be70872f2a81fa94f27195fd8eb975e,8ef8a9c96d14f413b8872b0b0510f872,370348002313,36.017440,-79.075546,Chapel Hill,NC,27514,urban,Orange Co School District,Orange,f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Technology,high poverty,Grades PreK-2,30.00,344.09,404.81,19,f,f,2014-03-20
5732cad5101a01622c5ecb92cc6afc26,52e78b284c0c38cee8781d51de7061f3,ae92064b7c102a06af7bcf87ef509a6d,173192003349,39.876541,-89.919916,Pleasant Plns,IL,62677,rural,Pleasant Plains Cmty Unit SD 8,Sangamon,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Technology,moderate poverty,Grades 9-12,30.00,478.05,562.41,145,f,f,2014-03-19
ecefe40f52da59a2156953a477da7456,3f99fc965441c5b337b4d32cb672c6f0,0d339e556e4183e1fd3aed14459bc6b8,063441005601,37.759073,-122.436365,San Francisco,CA,94114,urban,San Francisco Unified Sch Dist,San Francisco,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,high poverty,Grades PreK-2,30.00,546.59,643.05,22,f,f,2014-03-19
753a8edb2eaa93b91139ba8ef99218ad,3e022126c6c29c6d0c9eeb1eab81dcff,60d82786cf9c6cc7f1233367ca7c10b4,170993000785,41.837130,-87.717917,Chicago,IL,60623,urban,Pilsen-little Village Network,Cook,f,f,f,f,f,f,Mrs.,f,f,History & Geography,History & Civics,Literacy,Literacy & Language,Trips,highest poverty,Grades 3-5,30.00,442.85,521.00,35,f,f,2014-03-19
f833e7d8470bcf0bbccd0de1299b1206,629026a6b2b3ff5be67a5236f1b02f6f,50e1b040b0ea6a7ab875343e4e3dd986,060639010221,35.330250,-119.099533,Bakersfield,CA,93311,urban,Panama-buena Vista Union SD,Kern,f,f,f,f,f,f,Ms.,f,f,Health & Wellness,Health & Sports,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,30.00,398.45,468.76,10,f,f,2014-03-16
da905a8c3cbfb243609f8584efa1ea51,039051ac05a7c9f38e06c62d34ca467d,b34e5599838a9683c00e2254a3f87be6,120039000388,25.931530,-80.272967,Miami Gardens,FL,33055,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,f,f,f,f,Ms.,f,f,Health & Life Science,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,30.00,505.96,595.25,18,f,f,2014-03-16
e982d0b3de0e66cdb2a42df0c94ffc85,0044c9712b3ad90956aa376dbbb29bce,906f08c6f0eae3d738634f44adc557dc,,37.705078,-121.817429,Livermore,CA,94551,,California Dept of Education,Alameda,t,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,moderate poverty,Grades 6-8,30.00,1434.13,1687.21,40,f,f,2014-03-15
0d130150f2ccdd733879389307471ad7,de35cd044402858575bcda5b5c6a9786,13994c57bf0a1dcbc0f40155e1b67b76,061032001155,37.963152,-120.308697,Sonora,CA,95370,,Curtis Creek Elem Sch Dist,Tuolumne,f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,,,Supplies,high poverty,Grades 3-5,30.00,153.60,180.71,45,f,f,2014-03-15
e51b50c4e23ba39ebcec9ea08c3f7dca,74f48f6da4935d3169cb1c162e80b698,72f2407481afc30987667d37ceb93802,370345001438,34.900880,-77.545052,Richlands,NC,28574,rural,Onslow Co School District,Onslow,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,high poverty,Grades 6-8,30.00,261.45,307.59,100,t,f,2014-03-14
e7e82c231bed36c9a1adca7c429b4c78,430ddadc547e890fe458747ffa54de4d,1f6a9c4cc53886c8e267bb2ace747873,300000500337,46.606198,-112.071989,Helena,MT,59601,,Helena School District 1,Lewis and Clark,f,f,f,f,f,f,Mrs.,f,f,Health & Wellness,Health & Sports,Music,Music & The Arts,Other,moderate poverty,Grades PreK-2,30.00,133.62,157.20,20,f,f,2014-03-12
48470e3e84eb1c3d54c539284cb5dc32,51585d7a5b2a263537820379f5427dd4,d9e62a4ec681fd265076d03d98a278f2,411004000962,45.538632,-122.626201,Portland,OR,97212,urban,Portland School District 1j,Multnomah,f,f,f,f,f,f,Ms.,f,f,Health & Life Science,Math & Science,,,Supplies,high poverty,Grades 9-12,30.00,2244.88,2641.04,175,f,f,2014-03-10
3b51b82636eb83409010c6599d0a4c50,82196314c3b8c95a227b76732a4ea7df,fb2c90d384796f195bef654bc01cb0a3,060005201475,40.776745,-124.178825,Eureka,CA,95503,,Eureka City Unified Sch Dist,Humboldt,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,30.00,2102.28,2473.27,20,f,f,2014-03-09
3135ed2aa6fc6f735affd985ff254378,66a3908c4c7fb4643414f0468c49df4a,475f6462546baeba57ccff6711dc98e3,421899003639,39.915606,-75.162892,Philadelphia,PA,19148,urban,Philadelphia City School Dist,Philadelphia,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30.00,330.53,388.86,25,f,f,2014-03-09
6b94f83d0c2ed77edbfd712cdbda9ad3,63ba8644660d470325399beeedbc778a,15bc53b0253b73348c9fbe8198827b6d,540099000821,39.465021,-78.226116,Berkeley Spgs,WV,25411,rural,Morgan Co School District,Morgan,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,Social Sciences,History & Civics,Technology,high poverty,Grades PreK-2,30.00,673.02,791.79,21,f,f,2014-03-09
b55c85bc92400fcc4d1ce11c4abe81d6,7c7f4438bcbd9b247cfff8f1cbf57096,1fca63b21841fd6860a5a20aa24d0556,220024000103,30.779455,-89.866129,Bogalusa,LA,70427,,Bogalusa City School District,Washington,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,30.00,590.24,694.40,450,f,f,2014-03-09
b456f8e148d0edf7afd609ee141c9b2e,ea2f8c55eac7120aaff1423b4ef524cf,71e5f8f515eafb780ddf4f5dd77124bd,370192000967,35.984531,-79.989700,High Point,NC,27265,urban,Guilford Co School District,Guilford,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 9-12,30.00,199.63,234.86,90,t,f,2014-03-08
e45ff71b36eae523f6161385ba49fd92,078a1c22fc6e4f6ebe87266c3c56c4de,0493ed018593ca95ebaf31ae4f9bdc9a,390444701396,39.726096,-82.204893,New Lexington,OH,43764,rural,New Lexington City School Dist,Perry,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 9-12,30.00,2085.00,2452.94,120,f,f,2014-03-08
e8bf2967394f0f5b2f5cb8eb6b65feb4,7a35250df180acce65cde11b7699db7b,f485bf5a8e03ee8cdc3051bae9c61f79,482364002514,29.742591,-95.404750,Houston,TX,77098,urban,Houston Ind School District,Harris,t,t,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 6-8,30.00,202.51,238.25,160,f,f,2014-03-08
8f5e2aa30e30b575abe6b76b81e8e9a1,3150d6b84835f0e1864a1f78cc77a3bd,ac6668b24945ea1b7d9d6492f1bbc72f,530897003027,46.382423,-120.302684,Toppenish,WA,98948,,Toppenish School District 202,Yakima,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Other,highest poverty,Grades PreK-2,30.00,297.08,349.51,24,f,f,2014-03-08
6b15677ba2fe9670130f816df6f40e5d,2d87555c1ed0230ee8212dcacd552a93,10b71955fbe503c2598de6f30e0167e3,370069002573,35.749542,-81.199404,Conover,NC,28613,,Catawba Co School District,Catawba,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Health & Life Science,Math & Science,Technology,high poverty,Grades 3-5,30.00,470.84,553.93,70,t,f,2014-03-08
a979735bc8cdfa3677d6c7cd4f920098,2e3823600f55043d29aef79d13add94b,0c1898eefa5e016d0a9f8cc8a920c415,062805004323,37.814678,-122.261253,Oakland,CA,94612,urban,Oakland Unified School Dist,Alameda,f,f,f,t,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Books,highest poverty,Grades 6-8,30.00,2260.35,2659.24,90,f,f,2014-03-08
3e29c85fc810ec3af8eb49a92eb17ad9,5e6c05e4e703f6ca18db23da91dc4529,b643fdffa81e66d966409b1311d2bb00,220102000726,30.504034,-90.924045,Denham Spgs,LA,70726,suburban,Livingston Parish School Dist,Livingston,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,high poverty,Grades 3-5,30.00,374.63,440.74,45,f,f,2014-03-06
694a7a2cc67c91be2cdeb6c39f81382b,da7dbfa19847f849d83f91680955eece,4f641d8519dbd9736dcb90e3a16c1995,120108001125,26.335798,-81.775101,Bonita Spgs,FL,34135,suburban,Lee Co School District,Lee,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Other,highest poverty,Grades 3-5,30.00,169.72,199.67,450,f,f,2014-03-06
c1bbf364ba182bd3d6b4285336f21155,b86db96326170f320b184eb2db803046,62ee657b40d355ba77cb7e4f8a3ee33b,063459005713,37.321270,-121.895821,San Jose,CA,95125,urban,San Jose Unified School Dist,Santa Clara,f,t,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30.00,389.91,458.72,26,f,f,2014-03-04
60a2d38bd0620babd8cfa2de122e1472,58a36d718d2ac927ffffd5bfc0cc3666,722045b894da3b114d3349fbdaee9280,130261002177,34.146439,-83.887712,Flowery Br,GA,30542,rural,Hall Co School District,Hall,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades PreK-2,30.00,274.38,322.80,8,f,f,2014-03-03
f6d9544e1fbe8e2259aa42e38ed6ef19,44eea02e6bb7d4a406ac8289ef9e7769,30913eaa4212b4057c3862eed4de1d8d,370126000535,36.045459,-78.935597,Durham,NC,27705,urban,Durham Public School District,Durham,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Economics,History & Civics,Supplies,high poverty,Grades PreK-2,30.00,794.80,935.06,26,t,f,2014-03-02
b637ce1a0d70ae783e13c2a62347b3d6,7f70703d245036486d8adc486e5809ba,39577f84e262976d11f3a7ccc6b2e1da,370072002679,35.913260,-79.007662,Chapel Hill,NC,27517,urban,Chapel Hill-carrboro City SD,Orange,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades 3-5,30.00,275.38,323.98,100,f,f,2014-03-02
9ce3c5077ebb3ec947d22099644bbd07,74fe336f8f30cffb3d943739a64ced89,dd9f833da6dfcad0a94e941801eac08a,292280001263,39.159302,-94.529327,Kansas City,MO,64117,urban,North Kansas City Schools 74,Clay,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,30.00,144.70,170.24,52,t,f,2014-02-28
58c79dc99ed143756243e22f09ffddea,6d5f58d7e0b68b0032f15e5b3dbc84f4,339598af916f55516cbed5ec9c6972b3,480894006508,30.188802,-97.856884,Austin,TX,78749,urban,Austin Ind School District,Travis,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 9-12,30.00,252.23,296.74,150,f,f,2014-02-27
fc56cae059321022125f30dee4ce52da,f121758d19f0bc566dff03cbdd0fc118,5c0f1cb517917dee0160574b46dcac87,063255005032,37.923634,-122.344337,Richmond,CA,94804,suburban,West Contra Costa Usd,Contra Costa,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Health & Life Science,Math & Science,Books,highest poverty,Grades PreK-2,30.00,239.22,281.44,25,f,f,2014-02-27
2870a55a879778291130d1f12c0c8ded,f792a62bde54c030f1f9fe1865006bc8,bcd544f1c900b8b104f9d7611f08c664,490042000661,40.524462,-111.957708,Riverton,UT,84065,suburban,Jordan School District,Salt Lake,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,,,Supplies,moderate poverty,Grades 9-12,30.00,500.13,588.39,46,f,f,2014-02-27
1774668c9c28494e01637416e84a194c,cd5a31c6fb0c221d85c88d26b324b56a,80ae6afe3c83ae113dda6f24a3c30d5b,340264001348,39.947122,-75.078258,Camden,NJ,08105,urban,Camden City School District,Camden,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 9-12,30.00,485.17,570.79,120,t,f,2014-02-27
