db8a1d9a8baedb68c4104fa85ebdf794,f9ab05fd92c941b8b81f0f994194f800,7.0,AKJ Books,Books,A Day With Animal Doctors,9781597161480,14.77,1.0
50e66309a89de415ab0c0b7f9fccc9a2,f9a212de2c49d2595d3c198878c475fe,758.0,Barnes and Noble,Books,"Ten, Nine, Eight Molly Bang, Molly Garrett Bang (Illustrator)",9780688149017,6.29,1.0
5b15290cbed1e6e7b0d6221a6a0f6041,f92d64a4159efae6cca7ea5ca85777df,767.0,Lakeshore Learning Materials,Supplies,RS261 - Help-Yourself Glue Tubes,RS261,12.95,1.0
8dbc2ef65957d229c85a2a996ef55c50,f8bc80fb528b9777112f6f6d2d09ba38,758.0,Barnes and Noble,Books,The Lightning Thief (Percy Jackson and the Olympians Series #1) Rick Riordan,9780786838653,7.19,30.0
69458aa9f9a5e16dfd346fd675e0e6db,f89a7e05a96fd08bbe4b5b747e7d471f,758.0,Barnes and Noble,Books,The Maze of Bones (The 39 Clues Series #1) Rick Riordan,9780545060394,10.39,1.0
2e5ed98d5c81337d69bf51f2bc6e7a14,f86d976fcd494b5ae847fbd72db0d71d,7.0,AKJ Books,Books,Who Was Benjamin Franklin?,9780448424958,3.64,1.0
9043cf08ee56ac1cc4eb4bb78773dacc,f833e7d8470bcf0bbccd0de1299b1206,773.0,School Specialty,Supplies,PLAYING CARDS - FITDECK YOGA ST/56,1385834,14.24,1.0
623b49591c8bc32eec6d1adf45dae7f6,f7c338f3cadd128b7d2621c039bed7d7,767.0,Lakeshore Learning Materials,Supplies,HH388 - Avalanche Mountain Author&#8217;s Purpose Game,HH388,19.95,1.0
b3aaf7a0e8d31b3a437f6f7678071439,f7235006fa1997732d4a70caeb63e851,178.0,Quill.com,Technology,"HAMMERMILL COLOR COPY PAPER 8-1/2""X11""  HammerMill  Color Copy and Laser Paper; 8-1/2x11"", 5-Ream Case",501-102450,71.27,1.0
ac1b14b9189f8c5aed3152159b9152d8,f7211d184bbe66eb92be6f669c4f1152,758.0,Barnes and Noble,Books,"The Face on the Milk Carton (Janie Johnson Series #1) Caroline B. Cooney, Berridge",9780440220657_BK,5.97,1.0
09a133ed9e2286bcd63007c22dbb7c0b,f6d1ff11d1322a0c9f5e31f413f8623b,82.0,Best Buy for Business,Technology,Apple iPad 2 Wi-Fi - tablet - iOS 5 - 16 GB - 9.7',BB11271113,399.99,1.0
0144c56bac4e964b55647944a3a45cbb,f6bcf677c265301d81f9eee96598209e,767.0,Lakeshore Learning Materials,Supplies,BD210X - Hot Dots Power Pens - Set of 4,BD210X,36.0,1.0
376459804f5b166d9b84b4396594518e,f6926550085b5f449902cadf4144075d,178.0,Quill.com,Supplies,"Quill Brand Multi-Purpose Paper by the Carton 8-1/2x11"" Letter Size",901-720700CT,81.89,2.0
0dccbbaf84d0b6ec227c2037a0bcad18,f5f6fbe4aa4dc2181df80a9d5802885d,758.0,Barnes and Noble,Books,"A Smart Girl's Guide to Manners Nancy Holyoke, Michelle Watkins (Editor), Cathi Mingus (Illustrator)",9781584859833,8.95,1.0
40035292d0eb24da759fdb46126fff56,f58ee0b34cf693d39395adb19a8c3c30,7.0,AKJ Books,Books,I Can Read With My Eyes Shut!,9780394839127,6.56,1.0
26e36aeedd7700aeed7bc80588b7ee99,f58b2465b44c9c74c9d42332ca636a89,178.0,Quill.com,Supplies,Quill Brand USB A/B Cables 10',901-710010,17.99,1.0
daacfed20812dd6efcfcdfabe436fb44,f574fce895f134a19d6807eae3cbbff4,95.0,Carolina Biological Supply Company,Supplies,"Dispensing Bottle, 6 oz",716544,2.09,30.0
9aaf1dde9b6471740ba1927d09567567,f51ff53ad35a4394b4cf3d549d9299c4,767.0,Lakeshore Learning Materials,Supplies,DE191 - Reusable Write & Wipe Pocket - Each,DE191,2.39,5.0
b876844f64f074f467125ce8bf81fc0a,f51c875f5baa6e3b20cdb0c2744454c7,773.0,School Specialty,Supplies,SHARPIE FIN BLK CANISTER 36/PK,089077,23.74,1.0
f1184e04ee9f4d2be46247aa37c06a58,f51a2b8d52a7059e3ae1d384c99a1836,21.0,Blick Art Materials,Supplies,CRYSTALTEX GLAZE/N04 CLASSPK 12/PINT,30407-1004,162.76,1.0
01768884f0dc35ae4e20e36cccf7bd74,f475e4b4d51b6832ef476d076fe9e254,82.0,Best Buy for Business,Supplies,Logitech Stereo Headset H250 - headset,BB11495500,19.99,11.0
2a12b160d4b4e6973eeb7ae54b4098d8,f46e772a5676bbc399e72fb61b3fc1cc,7.0,AKJ Books,Books,The Polar Express Chris Van Allsburg,9780395389492,14.78,1.0
68fd7270ebf40ca4e5c12b4260315a73,f44df92bf5043c38c5eb165b409940f4,773.0,School Specialty,Technology,School Smart&#8482; Mono Headphone,067031030,9.32,10.0
9c47955ef5ce37a4d92aa61889b036fb,f4051cb868caf9522a83518b5e81c444,758.0,Barnes and Noble,Books,"You Wouldn't Want to Sail with Christopher Columbus!: Uncharted Waters You'd Rather Not Cross Fiona Macdonald, David Antram (Illustrator), Created by David Salariya",9780531160602,8.95,1.0
e69fe4bdd96d53da0700ba81ee3f233a,f26a72aa0141952312d275e1f98a4975,7.0,AKJ Books,Books,Ideas That Changed the World,9780756665319,18.24,1.0
5c33c043a56a97c3df1011264b761002,f184975f89c9b048cb9adf2033ac236b,767.0,Lakeshore Learning Materials,Supplies,JJ689 - Privacy Partition - Set of 10,JJ689,24.99,3.0
a1d4eb3f5effe2903d170ead71451264,f150801f153b2cce4d34d92926606bd3,27.0,Amazon,Technology,"Apple iPad Mini MD532LL/A (32GB, Wi-Fi, White)",B00746WCEA,439.95,3.0
decfde10071da99fa7590150a62bcdfe,f1339921847ec352ec7d2c4c91e013cf,773.0,School Specialty,Other,GAME ULTRAFOAM SWING-N-HOOP,019909,12.34,2.0
c0b6ac5f73f843fd5747d8e9697d825a,f1024a33b3c96bfc20a767a6f32539f5,752.0,Nasco,Supplies,Spanish Reading Rods Kit Fonetica Y Vocabulario,1503374L,94.45,1.0
2812a20edc5b130880de43edd4630f61,f0be36b573a5121a6aa9c5fd7558ec5a,767.0,Lakeshore Learning Materials,Technology,HH156 - Math Quiz Game Show - Gr. 1-3 - CD-ROM,HH156,19.95,1.0
14b94ce2c06546f98b0a59294122b0fa,f0aa129f5d217f3c9be617e7699645f6,178.0,Quill.com,Supplies,KODAK COMBO INK CARTRIDGE #10B -- Kodak 10B and 10C Ink Cartridges Combo Pack,188-8367849,22.491,17.0
2a2b0f6e2e11c4b4c182a753c6396f87,f089ddb9c60c74211c3707bef8b6ba7c,758.0,Barnes and Noble,Books,Tut's Mummy: Lost...and Found (Step into Reading Books Series: A Step 4 Book) Judy Donnelly,9780394891897_BK,3.41,1.0
cd43bfcbf8b0ee9aaabf70db1225875f,f08886685f9e66aaca100a79d783e92a,82.0,Best Buy for Business,Books,Apple&#174; iPad&#174; mini Wi-Fi - tablet - iOS 6 - 32 GB - 7.9,BB12424887,429.99,1.0
0d6f6faaf528a49d903ec8875b8e2055,f06ff20218046e1a11e7e1468dacdc83,752.0,Nasco,Supplies,Whose Fingerprints Were Left Behind? Experiment Kit,SB39287M,74.75,2.0
440d7d8b90cf941abd741be0130e39e1,f01b1a0e68174f9d1bef1e76cc665285,27.0,Amazon,Technology,Phoenix 98510 Easy-Up Manual Treadmill,B000LG06UW,149.99,1.0
015e48813d1c87e3b953edd734f13a3b,eff4cfb758f5ea170d9343d91ba3db6b,7.0,AKJ Books,Books,Giver (Mass),9780440237686,5.1,150.0
1288614496444722772b53313be18414,ef9a18fe377480ddbe2e35d302888572,758.0,Barnes and Noble,Books,"Princess and the Pea/La princesa y el guisante Francesc Boada, Pau Estrada (Illustrator), Adapted by Francesc Boada",9780811844529,6.29,1.0
1423f6ab23b83a553860a68f60ad2948,ef91fbabd3c220b3e1af80fdca3ecce0,150.0,CDW-G,Technology,MIMIO MIMIOVIEW,2140689,700.24,1.0
f5421766d1c0b5ec6cce60dd515fc7c8,ef918120dd3b0fc1ad897251afa03d37,758.0,Barnes and Noble,Books,Treasury of Miracles for Teens: True Stories of God's Presence Today Karen Kingsbury,9780446529624,11.65,1.0
8befe3ea66f64310f0096fdc44cbe546,ef0069a15ec01b95731d1027227e40f1,767.0,Lakeshore Learning Materials,Supplies,GA351 - Easy-Punch Alphabet,GA351,54.95,1.0
aaf488a4e75c778b6a2fd31c8fc5013a,eea78951d20d1a97531e455f63067317,767.0,Lakeshore Learning Materials,Books,RE565X - Favorite Transitional Book CD Read-Alongs - Set 3,RE565X,139.0,1.0
2967c764f45a569817efb18932cf3df4,ee7b3414b0400f115161ac8bf5234527,767.0,Lakeshore Learning Materials,Other,RE320X - I Can Read! CD Read-Alongs - Level 1 - Complete Set,RE320X,139.0,1.0
0db9b60135568ea6a82dd949d916a756,eddfccd3abeacbc8235b1ceb1fd5afd6,767.0,Lakeshore Learning Materials,Supplies,JJ877 - Turn-In-Your-Work Organizer,JJ877,34.99,1.0
f8dee924eee4e5574975aecea3ed2f9c,ecefe40f52da59a2156953a477da7456,767.0,Lakeshore Learning Materials,Supplies,RA421 - Rubbing Crayons - Set of 40,RA421,9.99,1.0
2a030e7a6883dbd5bfd8143b9cb8109e,ec9540fe305edc25d217da2342f71b34,757.0,Teachers' School Supply,Supplies,PRANG MODELING CLAY 10 COLOR ASSORTMENT,DIX00720,2.48,15.0
301faa214874f76e46364eda2a85ea2f,ec31138ee0d838a99e0745d413ff7e02,758.0,Barnes and Noble,Books,Ted Williams: The Biography of an American Hero Leigh Montville,9780767913201_BK,14.62,1.0
cd3388599da14114127d30e9f547ea50,ec2436bb387088afc2d3990e80b5296f,45.0,ABC School Supply,Supplies,GAME PHOTO OPPOSITES,334717,13.58,1.0
1e4b2b4c23b69ccd522fbf06e874a7e2,ec066124cca4060a607993bc527499d3,767.0,Lakeshore Learning Materials,Supplies,DE190 - Reusable Write & Wipe Pocket - Set of 10,DE190,22.5,3.0
c0279440dd8217ec10550970295a4f0e,eb7d0d7fd190e50802df673d8f9067c0,767.0,Lakeshore Learning Materials,Supplies,EE596 - Spin & Play Phonics Practice Game,EE596,49.95,1.0
691897791747618a502a09b12c5acd1f,eb4c6c9e22fb6a5de47a32d009e90e49,758.0,Barnes and Noble,Books,"Treasure Island (Sterling Unabridged Classics Series) Robert Louis Stevenson, Scott McKowen (Illustrator)",9781402714573_BK,8.5,1.0
048e947c5b9d11a4651bc58f38b01da1,eb3aacfe7e441a599f92785a9e556a1f,767.0,Lakeshore Learning Materials,Supplies,RR520X - Phonemic Awareness Activity Kits - Complete Set,RR520X,69.95,1.0
a4330254367ac21e4c0951af32e1ec11,eb32bf13877b688fd9332108b9469a4b,82.0,Best Buy for Business,Technology,Apple&#174; iPad&#174; mini Wi-Fi - tablet - iOS 6 - 16 GB - 7.9,BB12424790,299.99,2.0
14f81278e1e727930c88fef2386e72fd,eb2cb0c30bf03a6aa4191523cf43c9f8,767.0,Lakeshore Learning Materials,Supplies,LL407 - How Much Does It Weigh?  Measurement Center,LL407,29.95,1.0
2f6d624fdb5db2b96c82fbebc899a6da,eb22e292f78f93fd31cc45965d3a9556,767.0,Lakeshore Learning Materials,Supplies,DD660X - Science Bingo Library,DD660X,45.0,1.0
8fd35c6d93213023be78b78d19a73064,ead5167bdae81864ee6dd4b600a1b0b0,7.0,AKJ Books,Books,Nineteen Minutes,9780743496735,11.84,1.0
17e05fc933d604f20fd1238253561e62,ea7586e512e2db7281a52825c7b260a8,767.0,Lakeshore Learning Materials,Supplies,JJ339 - Classroom Management Signs,JJ339,9.99,1.0
962dd41b0d8aa9b0a241f5e0aba94af9,ea23e757bd508fdc2d84e6bc285730f2,758.0,Barnes and Noble,Books,"Fancy Nancy Jane O'Connor, Robin Preiss Glasser (Illustrator)",9780060542092_BK,9.99,1.0
cb58b01f46db24fde0ab0194aa3aa5a2,e9f6b6ef180b95f9be5ae4900eb7c929,183.0,Cannon Sports,Other,Mikasa S3030 Orange Rubber Soccer or Kickball Size 5,49097,21.99,1.0
caf0b79baf0377897ff76a0a7154223e,e9eb356a813c90c2a4226def162f5f5d,773.0,School Specialty,Technology,HEADPHONES TWELVE 3060AV  W/ CARRYING CASE,1319259,153.53,1.0
66aefbd86b988906c7e238b8a0331f02,e9e605b9c36b516595366898420a78fe,27.0,Amazon,Supplies,HP LaserJet P2015 Toner OEM# Q7553X 7000 Yield - Premium compatible toner,B005E8JFCM,24.86,4.0
3c259ca69da404b921822fc29c23a1f1,e99984132c9b5249904aaa62d5682d13,758.0,Barnes and Noble,Books,"Teaching Social Studies Through Literature, Grades 6-8 Nancy J. Keane, Corinne L. Wait",9781586831103,11.65,1.0
2f3e3629aca35555f56744066cfb6c25,e912d037b307036c25c5d740aded4dbf,757.0,Teachers' School Supply,Books,Chicka Chicka Boom Boom----*Comments*,LFC39028,21.99,1.0
13e48546b5fbb1cc02528908e8c2ee54,e8bf2967394f0f5b2f5cb8eb6b65feb4,27.0,Amazon,Books,Out of My Mind,1416971718,6.28,2.0
4619a9f95379a05485c792f4e8550465,e8a2dde1ae87dd007a6615ecedad9eb4,758.0,Barnes and Noble,Books,Ghetto Princess Mia Edwards,9780312938758,6.29,1.0
8e6137b79fe3304cd08b2109b7d48826,e8774dab13cddf1a106a082b6fe6ed76,7.0,AKJ Books,Books,Anna of Byzantium,9780440415367,4.81,3.0
c991a21647ed52f149ef17d31b85cbfa,e85c98093977a53b861c130f88754d75,7.0,AKJ Books,Books,Shark Swimathon,9780064467353,4.43,1.0
0482641b1511bbe1c2de27769998e940,e7ff009d6ec435000db59389248c6c99,758.0,Barnes and Noble,Books,Mouse Count: Lap-Sized Board Book Ellen Stoll Walsh,9780152056995_BK,8.89,1.0
b167f1e5509a9bb44f86b33b37f507dc,e7e82c231bed36c9a1adca7c429b4c78,27.0,Amazon,Other,"Ready, Set, Move",B000153K1U,11.99,1.0
7a18bea2e12c87b1ab5b40c4c394b74a,e7c0365fd7b07a961675e50d55ffcea2,82.0,Best Buy for Business,Technology,Canon PowerShot A2200 - digital camera,BB11207016,98.99,3.0
709ef6cd8469c8699098bdf9fd6df338,e7a2778fdc668d42523df5d5031bb079,767.0,Lakeshore Learning Materials,Technology,DT293 - Digital Microscope,DT293,79.95,1.0
e688babc10487b3b08dc2c7c9a03d3de,e73ca866250bf286af1e28c0218601aa,184.0,Sargent-Welch,Supplies,BALANCE - OHAUS MODEL 750-S0,WLS3455,97.92,5.0
89a4810445140bcaba4a0400d0e88ff9,e7306b1bfd9f46a12ec9254310a0462b,758.0,Barnes and Noble,Books,"The Enormous Potato Aubrey Davis, Du&#x0161 an Petri&#x011b Ie, Retold by Aubrey Davis",9781550746693,5.43,1.0
d521da4e7e077b52243d140441427459,e729856fa1da162455c2962423aeeb3b,767.0,Lakeshore Learning Materials,Books,BK250X - Classroom Favorites Big Books - Set 1,BK250X,119.0,1.0
082dc63c85b15e8413442b481e9b46cc,e71dc75e09a1b1704f39ad11b4c7852c,767.0,Lakeshore Learning Materials,Supplies,HH220 - Can Do! Sink or Float Discovery Kit,HH220,19.95,1.0
2942ac9fb40941fc569e531c36ef7347,e6570128ff3ba11a6e26f77d6b5ae915,178.0,Quill.com,Supplies,"PAPERMATE GRIP STICK PEN -- Paper Mate. Write Bros. Grip. Ballpoint Pens; Medium Point, Green",18788084,2.15,10.0
78689290b42b59919e4a1079df3166ca,e65671a66cd8badc15444cbe2a7c493a,954.0,Encyclopedia Britannica,Supplies,"Biographies of Colonial America: Sir Walter Raleigh, Powhatan, Phillis Wheatley, and More - Print (hardcover)",9781615306831,23.96,1.0
7a7a53522fb75ba8b38b2405c2d655ee,e6369fac379a20f9a762b550ac4b2de0,7.0,AKJ Books,Books,"Happy Birthday, Danny and the Dinosaur! (I Can Read Book Ser",9780061335396,7.29,1.0
89d923e38275a39236c1d8ebf74fecfb,e6360eb4580b72fc755ca210f2bb3cdd,45.0,ABC School Supply,Supplies,MARKER SHARPIE CHISEL TIP ASST 8-COLOR SET OF 8,402353,8.35,2.0
25925522131d43eab3fe98accd23a9c2,e5f1379c72a610953ca8697ee1516a53,178.0,Quill.com,Technology,SANDISK 1GB ULTRA II SD MEMORY CARD -- SanDisk SD Cards; 1GB Ultra II,534-SDSDH1024,69.99,1.0
dfbd4db17e6237f3f36ab08ad7caf9db,e5b23036fc048b37131dcda42bd2b9bb,767.0,Lakeshore Learning Materials,Supplies,JJ219 - Daily Writing Prompt Flip Chart,JJ219,19.95,1.0
3b0289ff3dd24ad192fa81a2f942b06d,e5439e26ab32bff90d0de005e940340f,758.0,Barnes and Noble,Books,Forever Princess (Princess Diaries Series #10) Meg Cabot,9780061232947_BK,7.68,2.0
2dcc07ed19344a7a288f7286a1c7a168,e52d83c55fe7a8f7df9001002fc435cd,7.0,AKJ Books,Books,"Hush, Hush Becca Fitzpatrick",9781416989424,7.29,1.0
d4973869ad06434ffb6613127be5c6f7,e4c88ee01ec1d3ed8427cce8b814b4d4,773.0,School Specialty,Supplies,SCISSOR FISKARS FOR KIDS 5'' BLUNT PACK OF 12 W/1-RACK,800846,28.49,1.0
9eb88722d12b37420980e3f308c843b2,e3f3d9d68756423b032006fb1ba92e35,7.0,AKJ Books,Books,Kindergarten/Grade 1 Common Core Exemplar Set,C13GRKINDICC,45.01,1.0
2c5e94409f0aa0e537936e57edf4a405,e34feb36b4a35f4e4e95373570c2a122,7.0,AKJ Books,Books,A Look at Russia,9780736848503,4.4,1.0
8eaa0710a67495efdedaa6c5269b1afe,e3318ea5f0a41d47d3a1485b26cb6b54,178.0,Quill.com,Supplies,Safco Supplies Organzer,901-9452MO,124.19,1.0
33416523bf09f88998a9d0ae5311fa19,e3155cb3fcbe3b8c4413f30fb44ce05c,7.0,AKJ Books,Books,Thea Stilton and the Ghost of the Shipwreck (Geronimo Stilto,9780545150590,5.91,1.0
4e4748ffbb725f617b6c88e244ff44b0,e311e3e2980ff997a2a05117c17fe0fa,45.0,ABC School Supply,Books,Lo-Boy Stilts -- 1 Pair,57345461,7.99,5.0
907b39efa4df0c3304c72620c0eeea17,e2b1e21e2323aa4ec715296578ba8078,82.0,Best Buy for Business,Technology,NINTENDO Wii Remote Plus - Remote - wireless,BB11180560,39.99,2.0
1edab71b64c77acca78d92b51a1def23,e271f69fb69d361cf45ae8742f9e8979,47.0,Scholastic Classroom Magazines,Technology,"L. Junior Scholastic , Grades 6-8 (min. 10 subscriptions per order)",020,8.35,10.0
17a236887c0372413e1ca48eaa1e6e0d,e264cb8f825026452afb57825125263f,82.0,Best Buy for Business,Technology,Apple iPod touch digital player,BB10994724,299.99,2.0
b2213786ef3effba00d9b74c944dc2ec,e24fe8800469c58eea647d0dbe0420e4,82.0,Best Buy for Business,Technology,Canon EOS Rebel T3 - digital camera,BB11199653,549.99,1.0
e27ec20c143fdf92988382db4642cc27,e22ab57874610565a3abe7c21616d653,773.0,School Specialty,Supplies,BOOK LEARN TO WRITE 8 PAGE SET OF 12,089984,29.82,1.0
6dda7cb83e5ee2d6c042b4c59ee3ca41,e22719fb34d0d83e2061b99056c53538,757.0,Teachers' School Supply,Supplies,SHOPPING CART,LT-4176,48.56,1.0
270ed418752f36a280d6348daaef9e39,e218de299bc7e7e7e10f8f13ba1ae139,7.0,AKJ Books,Books,Caldecott Honor Books:  Book Bundle for Grades K-3 (15 Books),AKJCALDHRBUN2007,84.43,1.0
2bd19dcd73d49eebfd0ada399715087a,e1b364ca18d0f34809f53cd7334bbd72,7.0,AKJ Books,Books,Grade Level Libraries Grade 2- Guided Reading,C10GLL2GR,36.96,1.0
52b78ebe57ab4bbf706ecf0df846ce25,e13603afb6d96d96b5369e60a640c7dc,,,Books,#1 The Boxcar Children,NTS42690,3.5,15.0
69db29f4c5ec52d5a651fe0694b40717,e124bac49bc50a3d4da12b7c6f791715,767.0,Lakeshore Learning Materials,Supplies,RR640X - Lakeshore Storytelling Kits - Set 1,RR640X,159.0,1.0
42de87fff38e4b98ba4762add66dd010,e10704a41391a95755dbd1b590539cea,27.0,Amazon,Books,Frankenstein's Monster and Scientific Methods (Graphic Library: Monster Science),162065816X,7.16,6.0
70083455fe844150e3d2273848fcc7cf,e04d05362f7e5b4760aa2af1610ed051,,,Supplies,Designs International   Solids Plus Rug Oval 12' by 9',DII-DSP1209OV,259.2,1.0
b19d90b754ca4366e361fbb81420a039,e042df9c75504dad0c3f11cd5640bc67,82.0,Best Buy for Business,Technology,Samsung - W300 HD Flash Memory Camcorder - Red,BB11893321,119.99,1.0
78e704e09ad991c549f65dcc4111295c,e036e4a41169a854c2035a39ef6a0693,758.0,Barnes and Noble,Books,"If I Ran the Circus (Dr. Seuss Classics Series) Dr. Seuss, Dr. Seuss (Illustrator)",9780394800806,11.96,1.0
ca0c897e3c81fa8cd01adcdd5785cb2c,dffb5c348804ff98f98957be0f6a9255,27.0,Amazon,Technology,"Apple iPad Mini MD528LL/A (16GB, Wi-Fi, Black &amp; Slate)",B00746W3HG,340.35,5.0
8aaf287a5462efe04123d799ebad7951,dff3d2915d9773cdec261c42343057a0,758.0,Barnes and Noble,Books,Hero Mike Lupica,9780399252839_BK,9.39,1.0
5b275861b2c8ec62f5b8692390a2c8a0,dff268e7438ef34b948ae51d40ea5b94,758.0,Barnes and Noble,Supplies,"Fancy Nancy Jane O'Connor, Robin Preiss Glasser (Illustrator)",9780061719448_BK,20.29,1.0
9c9a9f6c343963d3470cbc2dccca3cd9,dfeacd58a70e30fe376f3749dc8c2589,767.0,Lakeshore Learning Materials,Supplies,KC70 - Write & Wipe Lapboard - Set of 10,KC70,28.5,1.0
8a935587da1448887871478cbf049aeb,dfb969751062c6ed099bb2b6577e4f6f,45.0,ABC School Supply,Supplies,BOARD GEOMETRICAL PEG,260817300,19.99,1.0
d4df28217ee92ac2f9fbd596bf05bce8,dfa988c3e630ff2bd6e11401f324a447,767.0,Lakeshore Learning Materials,Supplies,JJ454 - Wrap-Around Math Games  - Gr. 5-6,JJ454,24.95,1.0
3e125118035f4bf67db0cbaaf5d60874,df9a746c5271ade6250bdc65a5359a45,758.0,Barnes and Noble,Books,"Puente Hasta Terabithia Katherine Paterson, Donna Diamond (Illustrator)",9788427932494,8.09,1.0
b02e326433b1e9d7387b573d6b54ed8d,df231e3e49a5a82df415b6ff8c1b903a,,,Supplies,FG639 - Yarn Laces with Tips,FG639,6.5,1.0
20e8d75e0fd2c49ca62b0a3bf7d99653,defb13fcc13d0309515272f850b7cad1,178.0,Quill.com,Books,"ASPEN FACIAL TISSUE, 2-PLY -- Marcal  Aspen Recycled Facial Tissues; Flat Box, 150 Sheets/Box",842-3305,1.52,4.0
f125ccec7fd5d2683895817c53642296,de6189b2d92086fe1be5d251ff8eb10d,758.0,Barnes and Noble,Books,"Shipwreck Saturday (Little Bill Series) Bill Cosby, Varnette P. Honeywood (Illustrator), Varnette Hon Eywood (Illustrator)",9780590956208,3.59,6.0
495155263069103583339ddca0da0a56,de2ef65d07b637a9dac5a80429581b33,178.0,Quill.com,Supplies,HP CC530A Black Laser Toner Cartridge,901-CC530A,112.49,1.0
a6c84ee2f27feceef902c4ea33da7f47,de1664307befd7faf9aa673ad5f0b59f,82.0,Best Buy for Business,Technology,OtterBox Defender Series Case for 4th-Generation Apple&#174; iPod&#174; touch - Purple/White,BB11490873,35.99,1.0
98920a79e42cfc6f9b7528d6ed8b5d92,ddf6c9926e232c79e2094c3ace71f73a,758.0,Barnes and Noble,Books,"Secrets in the Shadows (Bluford High Series #3) Anne Schraff, Paul Langan (Editor)",9780439904858_BK,3.41,1.0
24e0ac1a0a7de145ed6797e5b633f31b,dde31f66677b4de0fe48321c3401e1f1,7.0,AKJ Books,Books,The Biography of Coffee,9780778725244,6.53,1.0
7f0afe6edfb202299565839a5e192cf7,ddbb2f3a530a470dc6b1013306bb73f0,758.0,Barnes and Noble,Books,"Llama, Llama Red Pajama Anna Dewdney, Anna Dewdney (Illustrator)",9780670059836,13.59,1.0
33fe42857546e99754867abcbb58a6a0,dda0acb0b93fa464ff1e6093320eccba,27.0,Amazon,Supplies,Metal Handcuffs,B000LNGL2C,3.08,1.0
b86d39407f5dc1e1efaf66d4d74afaac,dd3af3ee4e465dfca673c40d0db45362,7.0,AKJ Books,Books,Among the Hidden,0689824750,6.1,7.0
